"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,48.9272341398318,5.50610164315499
"2",2022-03-08 00:00:05,1,303,100,45.8842077822152,5.41905807762678
"3",2022-03-08 00:00:10,1,303,100,48.4585796894209,5.63320785368086
"4",2022-03-08 00:00:15,1,303,100,48.5112686734072,5.37954105207221
"5",2022-03-08 00:00:20,1,303,100,48.4924099235458,5.55339526450082
"6",2022-03-08 00:00:25,1,303,100,47.6923804494349,5.36664700305179
"7",2022-03-08 00:00:30,1,303,100,48.2637319903641,5.57721212726425
"8",2022-03-08 00:00:35,1,303,100,48.2090341337235,5.35407127045955
"9",2022-03-08 00:00:40,1,303,100,48.0646396759212,5.09236831397279
"10",2022-03-08 00:00:45,1,303,100,47.3258393916339,5.36829254927398
"11",2022-03-08 00:00:50,1,303,100,47.2508721784442,5.24059971194101
"12",2022-03-08 00:00:55,1,303,100,48.3445701820185,5.44094769519929
"13",2022-03-08 00:01:00,1,303,100,48.1220738930029,5.10366144016254
"14",2022-03-08 00:01:05,1,303,100,46.8269016946834,5.38173575699687
"15",2022-03-08 00:01:10,1,303,100,48.0918122545261,5.62600376295533
"16",2022-03-08 00:01:15,1,303,100,48.4111055326816,5.52359255129495
"17",2022-03-08 00:01:20,1,303,100,46.0846298708825,5.01804221284361
"18",2022-03-08 00:01:25,1,303,100,47.2720239684482,5.36201564556571
"19",2022-03-08 00:01:30,1,303,100,48.9645219040384,4.95733003507708
"20",2022-03-08 00:01:35,1,303,100,48.401003577203,5.64969560060892
"21",2022-03-08 00:01:40,1,303,100,47.1472445240031,5.47027756303643
"22",2022-03-08 00:01:45,1,303,100,48.7912062711308,5.37599249272397
"23",2022-03-08 00:01:50,1,303,100,47.7956723613266,5.48656869416654
"24",2022-03-08 00:01:55,1,303,100,47.5245545247564,5.89309131192146
"25",2022-03-08 00:02:00,1,303,100,48.3785647372404,5.77991299016183
"26",2022-03-08 00:02:05,1,303,100,46.6580877193697,5.4392411239953
"27",2022-03-08 00:02:10,1,303,100,48.6195998400814,5.320141988126
"28",2022-03-08 00:02:15,1,303,100,47.6063567763088,5.46255549026987
"29",2022-03-08 00:02:20,1,303,100,47.8491999347823,5.61100252250855
"30",2022-03-08 00:02:25,1,303,100,49.1766268656105,5.26895064363953
"31",2022-03-08 00:02:30,1,303,100,48.6739366460282,5.41634530937429
"32",2022-03-08 00:02:35,1,303,100,47.9687977266638,5.60962471264904
"33",2022-03-08 00:02:40,1,303,100,46.8312122793355,5.35430119648782
"34",2022-03-08 00:02:45,1,303,100,49.2830737434092,5.10335931002205
"35",2022-03-08 00:02:50,1,303,100,49.4427973256471,5.41085015994644
"36",2022-03-08 00:02:55,1,303,100,47.4551105672038,5.45549617225864
"37",2022-03-08 00:03:00,1,303,100,48.346940761836,5.47477100637841
"38",2022-03-08 00:03:05,1,303,100,49.1820051231608,5.69904839807207
"39",2022-03-08 00:03:10,1,303,100,48.0242011135042,5.72295655275932
"40",2022-03-08 00:03:15,1,303,100,48.4231554360769,5.2275764160967
"41",2022-03-08 00:03:20,1,303,100,48.5606228728357,5.26928554027656
"42",2022-03-08 00:03:25,1,303,100,49.8902377189372,5.22087503654998
"43",2022-03-08 00:03:30,1,303,100,48.1697845409785,5.75318285546081
"44",2022-03-08 00:03:35,1,303,100,47.6210695146557,5.59739699916609
"45",2022-03-08 00:03:40,1,303,100,49.0525552458823,5.23536715541302
"46",2022-03-08 00:03:45,1,303,100,48.0569849254962,5.51874325143236
"47",2022-03-08 00:03:50,1,303,100,48.9432555988003,5.59813770193236
"48",2022-03-08 00:03:55,1,303,100,47.7870404324459,5.1380530431461
"49",2022-03-08 00:04:00,1,303,100,47.9024842740404,5.52811185647826
"50",2022-03-08 00:04:05,1,303,100,48.0878404430244,5.35384161174401
"51",2022-03-08 00:04:10,1,303,100,48.3615050928755,5.58241370613363
"52",2022-03-08 00:04:15,1,303,100,48.5593117893588,5.341686179322
"53",2022-03-08 00:04:20,1,303,100,49.5238858684207,4.88675807688904
